index,City,Date,CardType,ExpType,Gender,Amount,CumulativeSpends
24555,"Jaipur, India","2014-04-10 00:00:00",Silver,Fuel,F,247487,329261989
18971,"Lalsot, India","2014-04-10 00:00:00",Silver,Food,M,137461,329261989
16652,"Chilakaluripet, India","2014-04-10 00:00:00",Silver,Fuel,M,70180,329261989
5513,"Delhi, India","2014-04-10 00:00:00",Silver,Entertainment,M,219872,329261989
4721,"Bengaluru, India","2014-04-11 00:00:00",Silver,Food,F,157755,331450012
10112,"Greater Mumbai, India","2014-04-11 00:00:00",Silver,Food,F,285260,331450012
15615,"Udaipur, India","2014-04-11 00:00:00",Silver,Fuel,M,264011,331450012
1064,"Greater Mumbai, India","2014-04-11 00:00:00",Silver,Fuel,F,233813,331450012
848,"Ahmedabad, India","2014-04-11 00:00:00",Silver,Bills,F,73112,331450012
25751,"Jaipur, India","2014-04-11 00:00:00",Silver,Travel,M,245015,331450012
20405,"Kolkata, India","2014-04-11 00:00:00",Silver,Bills,F,183404,331450012
17979,"Tonk, India","2014-04-11 00:00:00",Silver,Food,F,5350,331450012
13570,"Delhi, India","2014-04-11 00:00:00",Silver,Fuel,M,269776,331450012
22787,"Lucknow, India","2014-04-11 00:00:00",Silver,Bills,M,215635,331450012
24443,"Chennai, India","2014-04-11 00:00:00",Silver,Grocery,F,254892,331450012
13968,"Greater Mumbai, India","2014-04-12 00:00:00",Silver,Entertainment,M,223522,333093519
5205,"Delhi, India","2014-04-12 00:00:00",Silver,Entertainment,M,84161,333093519
5239,"Delhi, India","2014-04-12 00:00:00",Silver,Bills,F,204842,333093519
4636,"Bengaluru, India","2014-04-12 00:00:00",Silver,Entertainment,M,7789,333093519
4715,"Bengaluru, India","2014-04-12 00:00:00",Silver,Grocery,F,219156,333093519
10937,"Delhi, India","2014-04-12 00:00:00",Silver,Grocery,F,59929,333093519
1244,"Bengaluru, India","2014-04-12 00:00:00",Silver,Food,F,15318,333093519
1352,"Bengaluru, India","2014-04-12 00:00:00",Silver,Food,F,216694,333093519
6018,"Greater Mumbai, India","2014-04-12 00:00:00",Silver,Grocery,F,121403,333093519
6113,"Delhi, India","2014-04-12 00:00:00",Silver,Fuel,F,175594,333093519
7042,"Delhi, India","2014-04-12 00:00:00",Silver,Bills,F,240481,333093519
21726,"Hyderabad, India","2014-04-12 00:00:00",Silver,Bills,F,74618,333093519
1014,"Delhi, India","2014-04-13 00:00:00",Silver,Grocery,F,261895,335001699
1822,"Bengaluru, India","2014-04-13 00:00:00",Silver,Fuel,F,293132,335001699
16028,"Lakhimpur, India","2014-04-13 00:00:00",Silver,Entertainment,M,176442,335001699
16614,"Guntur, India","2014-04-13 00:00:00",Silver,Grocery,F,255513,335001699
23501,"Chennai, India","2014-04-13 00:00:00",Silver,Grocery,F,171251,335001699
23194,"Chennai, India","2014-04-13 00:00:00",Silver,Food,F,234595,335001699
5529,"Delhi, India","2014-04-13 00:00:00",Silver,Fuel,F,79325,335001699
7027,"Bengaluru, India","2014-04-13 00:00:00",Silver,Food,F,16945,335001699
6693,"Delhi, India","2014-04-13 00:00:00",Silver,Bills,F,17038,335001699
13828,"Greater Mumbai, India","2014-04-13 00:00:00",Silver,Fuel,M,108182,335001699
13151,"Bengaluru, India","2014-04-13 00:00:00",Silver,Bills,M,293862,335001699
11707,"Delhi, India","2014-04-14 00:00:00",Silver,Fuel,M,290132,336906620
24969,"Pune, India","2014-04-14 00:00:00",Silver,Grocery,M,128392,336906620
22782,"Hyderabad, India","2014-04-14 00:00:00",Silver,Entertainment,M,104747,336906620
24435,"Lucknow, India","2014-04-14 00:00:00",Silver,Grocery,F,118992,336906620
1004,"Greater Mumbai, India","2014-04-14 00:00:00",Silver,Grocery,F,227356,336906620
529,"Ahmedabad, India","2014-04-14 00:00:00",Silver,Food,F,219097,336906620
785,"Greater Mumbai, India","2014-04-14 00:00:00",Silver,Fuel,F,10476,336906620
1225,"Bengaluru, India","2014-04-14 00:00:00",Silver,Grocery,F,130814,336906620
466,"Greater Mumbai, India","2014-04-14 00:00:00",Silver,Bills,F,81641,336906620
2029,"Greater Mumbai, India","2014-04-14 00:00:00",Silver,Fuel,F,142703,336906620
13911,"Delhi, India","2014-04-14 00:00:00",Silver,Grocery,F,145769,336906620
14227,"Bhadrak, India","2014-04-14 00:00:00",Silver,Bills,F,112546,336906620
6155,"Delhi, India","2014-04-14 00:00:00",Silver,Food,M,111196,336906620
6370,"Greater Mumbai, India","2014-04-14 00:00:00",Silver,Entertainment,F,81060,336906620
7971,"Delhi, India","2014-04-15 00:00:00",Silver,Fuel,F,119302,338228188
2669,"Greater Mumbai, India","2014-04-15 00:00:00",Silver,Fuel,M,21817,338228188
13002,"Delhi, India","2014-04-15 00:00:00",Silver,Food,F,109957,338228188
8806,"Bengaluru, India","2014-04-15 00:00:00",Silver,Grocery,M,152057,338228188
15082,"Tiruvethipuram, India","2014-04-15 00:00:00",Silver,Bills,M,29451,338228188
4908,"Delhi, India","2014-04-15 00:00:00",Silver,Entertainment,M,105623,338228188
5227,"Delhi, India","2014-04-15 00:00:00",Silver,Bills,F,4467,338228188
5100,"Bengaluru, India","2014-04-15 00:00:00",Silver,Entertainment,M,249348,338228188
2999,"Delhi, India","2014-04-15 00:00:00",Silver,Entertainment,F,85608,338228188
18493,"Nashik, India","2014-04-15 00:00:00",Silver,Food,M,133637,338228188
19377,"Tarakeswar, India","2014-04-15 00:00:00",Silver,Grocery,M,49997,338228188
18751,"Silchar, India","2014-04-15 00:00:00",Silver,Fuel,M,260304,338228188
19042,"Jorhat, India","2014-04-16 00:00:00",Silver,Grocery,F,153551,340910829
17467,"Mangrulpir, India","2014-04-16 00:00:00",Silver,Entertainment,M,221413,340910829
11281,"Delhi, India","2014-04-16 00:00:00",Silver,Food,F,104400,340910829
11311,"Greater Mumbai, India","2014-04-16 00:00:00",Silver,Bills,F,287357,340910829
11599,"Greater Mumbai, India","2014-04-16 00:00:00",Silver,Bills,F,132635,340910829
20554,"Chennai, India","2014-04-16 00:00:00",Silver,Grocery,F,292340,340910829
206,"Delhi, India","2014-04-16 00:00:00",Silver,Bills,F,482394,340910829
23930,"Pune, India","2014-04-16 00:00:00",Silver,Food,M,78138,340910829
2821,"Ahmedabad, India","2014-04-16 00:00:00",Silver,Food,M,157833,340910829
4030,"Greater Mumbai, India","2014-04-16 00:00:00",Silver,Bills,M,275685,340910829
4745,"Ahmedabad, India","2014-04-16 00:00:00",Silver,Entertainment,F,227152,340910829
8343,"Ahmedabad, India","2014-04-16 00:00:00",Silver,Bills,F,240947,340910829
16551,"Thanjavur, India","2014-04-16 00:00:00",Silver,Entertainment,F,28796,340910829
1128,"Bengaluru, India","2014-04-17 00:00:00",Silver,Food,F,9651,341954306
18336,"Mundi, India","2014-04-17 00:00:00",Silver,Fuel,M,33212,341954306
18524,"Baharampur, India","2014-04-17 00:00:00",Silver,Food,M,128331,341954306
6732,"Bengaluru, India","2014-04-17 00:00:00",Silver,Bills,M,199651,341954306
19554,"Hardoi , India","2014-04-17 00:00:00",Silver,Fuel,F,19155,341954306
19754,"Vellakoil, India","2014-04-17 00:00:00",Silver,Grocery,F,3967,341954306
8735,"Ahmedabad, India","2014-04-17 00:00:00",Silver,Bills,M,264587,341954306
24591,"Jaipur, India","2014-04-17 00:00:00",Silver,Fuel,F,65414,341954306
23737,"Lucknow, India","2014-04-17 00:00:00",Silver,Bills,F,66301,341954306
23628,"Chennai, India","2014-04-17 00:00:00",Silver,Bills,M,1169,341954306
24989,"Kanpur, India","2014-04-17 00:00:00",Silver,Entertainment,M,252039,341954306
22867,"Kolkata, India","2014-04-18 00:00:00",Silver,Entertainment,F,200697,342962086
998,"Bengaluru, India","2014-04-18 00:00:00",Silver,Bills,F,189610,342962086
1129,"Bengaluru, India","2014-04-18 00:00:00",Silver,Food,F,224200,342962086
14158,"Fatehabad, India","2014-04-18 00:00:00",Silver,Entertainment,M,257574,342962086
15004,"Araria, India","2014-04-18 00:00:00",Silver,Bills,F,8206,342962086
18255,"Udgir, India","2014-04-18 00:00:00",Silver,Entertainment,M,24397,342962086
17862,"Tirukalukundram, India","2014-04-18 00:00:00",Silver,Grocery,M,103096,342962086
23153,"Pune, India","2014-04-19 00:00:00",Silver,Food,F,219566,344009560
5844,"Ahmedabad, India","2014-04-19 00:00:00",Silver,Grocery,F,115482,344009560
13053,"Ahmedabad, India","2014-04-19 00:00:00",Silver,Grocery,M,57290,344009560
12052,"Delhi, India","2014-04-19 00:00:00",Silver,Bills,M,94649,344009560
11405,"Bengaluru, India","2014-04-19 00:00:00",Silver,Fuel,F,84122,344009560
21908,"Hyderabad, India","2014-04-19 00:00:00",Silver,Grocery,M,83641,344009560
3573,"Delhi, India","2014-04-19 00:00:00",Silver,Fuel,F,137467,344009560
3695,"Delhi, India","2014-04-19 00:00:00",Silver,Fuel,F,255257,344009560
5460,"Bengaluru, India","2014-04-20 00:00:00",Silver,Food,M,253161,346612896
5437,"Ahmedabad, India","2014-04-20 00:00:00",Silver,Entertainment,F,49660,346612896
3526,"Delhi, India","2014-04-20 00:00:00",Silver,Grocery,F,20231,346612896
16812,"Hajipur, India","2014-04-20 00:00:00",Silver,Fuel,F,134930,346612896
25959,"Pune, India","2014-04-20 00:00:00",Silver,Travel,M,183445,346612896
15479,"Mahe, India","2014-04-20 00:00:00",Silver,Entertainment,M,286214,346612896
23271,"Jaipur, India","2014-04-20 00:00:00",Silver,Grocery,F,265844,346612896
148,"Bengaluru, India","2014-04-20 00:00:00",Silver,Bills,F,845653,346612896
21609,"Pune, India","2014-04-20 00:00:00",Silver,Food,M,28631,346612896
20653,"Lucknow, India","2014-04-20 00:00:00",Silver,Food,M,265792,346612896
8867,"Bengaluru, India","2014-04-20 00:00:00",Silver,Food,M,269775,346612896
10257,"Delhi, India","2014-04-21 00:00:00",Silver,Food,F,202214,348519690
24241,"Lucknow, India","2014-04-21 00:00:00",Silver,Bills,M,110882,348519690
17785,"Naugawan Sadat, India","2014-04-21 00:00:00",Silver,Bills,M,64088,348519690
8274,"Delhi, India","2014-04-21 00:00:00",Silver,Food,F,58872,348519690
6862,"Delhi, India","2014-04-21 00:00:00",Silver,Grocery,F,211467,348519690
14646,"Darbhanga, India","2014-04-21 00:00:00",Silver,Food,F,106020,348519690
14583,"Ratangarh, India","2014-04-21 00:00:00",Silver,Entertainment,M,258811,348519690
21896,"Hyderabad, India","2014-04-21 00:00:00",Silver,Bills,F,213285,348519690
20202,"Jaipur, India","2014-04-21 00:00:00",Silver,Grocery,M,266302,348519690
22177,"Hyderabad, India","2014-04-21 00:00:00",Silver,Fuel,F,169381,348519690
1931,"Ahmedabad, India","2014-04-21 00:00:00",Silver,Bills,F,245472,348519690
6516,"Bengaluru, India","2014-04-22 00:00:00",Silver,Entertainment,M,174069,350113711
6082,"Delhi, India","2014-04-22 00:00:00",Silver,Fuel,F,130837,350113711
9847,"Bengaluru, India","2014-04-22 00:00:00",Silver,Entertainment,F,291907,350113711
9466,"Delhi, India","2014-04-22 00:00:00",Silver,Entertainment,M,22155,350113711
10280,"Bengaluru, India","2014-04-22 00:00:00",Silver,Grocery,F,221372,350113711
5181,"Delhi, India","2014-04-22 00:00:00",Silver,Bills,M,156269,350113711
5251,"Ahmedabad, India","2014-04-22 00:00:00",Silver,Food,F,38016,350113711
5423,"Delhi, India","2014-04-22 00:00:00",Silver,Grocery,F,130604,350113711
17118,"Shahade, India","2014-04-22 00:00:00",Silver,Grocery,M,91483,350113711
11157,"Ahmedabad, India","2014-04-22 00:00:00",Silver,Grocery,F,239407,350113711
12208,"Delhi, India","2014-04-22 00:00:00",Silver,Food,M,97902,350113711
5267,"Greater Mumbai, India","2014-04-23 00:00:00",Silver,Fuel,M,193861,352483571
6952,"Ahmedabad, India","2014-04-23 00:00:00",Silver,Grocery,M,251277,352483571
22739,"Surat, India","2014-04-23 00:00:00",Silver,Bills,F,131740,352483571
22958,"Jaipur, India","2014-04-23 00:00:00",Silver,Food,F,56590,352483571
24600,"Pune, India","2014-04-23 00:00:00",Silver,Entertainment,F,165500,352483571
24112,"Hyderabad, India","2014-04-23 00:00:00",Silver,Food,F,164406,352483571
24798,"Pune, India","2014-04-23 00:00:00",Silver,Fuel,F,94807,352483571
1268,"Greater Mumbai, India","2014-04-23 00:00:00",Silver,Food,F,220697,352483571
953,"Delhi, India","2014-04-23 00:00:00",Silver,Grocery,F,66612,352483571
2065,"Greater Mumbai, India","2014-04-23 00:00:00",Silver,Fuel,F,280235,352483571
1934,"Bengaluru, India","2014-04-23 00:00:00",Silver,Bills,M,275115,352483571
19094,"Naihati, India","2014-04-23 00:00:00",Silver,Bills,F,156284,352483571
14094,"Akot, India","2014-04-23 00:00:00",Silver,Food,M,152677,352483571
15342,"Pilkhuwa, India","2014-04-23 00:00:00",Silver,Entertainment,F,150033,352483571
20848,"Lucknow, India","2014-04-23 00:00:00",Silver,Fuel,F,10026,352483571
12912,"Bengaluru, India","2014-04-24 00:00:00",Silver,Bills,M,249597,354288221
13122,"Delhi, India","2014-04-24 00:00:00",Silver,Bills,F,138225,354288221
10020,"Greater Mumbai, India","2014-04-24 00:00:00",Silver,Fuel,M,54333,354288221
8676,"Bengaluru, India","2014-04-24 00:00:00",Silver,Fuel,F,250978,354288221
208,"Bengaluru, India","2014-04-24 00:00:00",Silver,Bills,F,491598,354288221
59,"Ahmedabad, India","2014-04-24 00:00:00",Silver,Bills,F,545286,354288221
18037,"Kalyan-Dombivali, India","2014-04-24 00:00:00",Silver,Bills,F,74633,354288221
17582,"Sidlaghatta, India","2014-04-25 00:00:00",Silver,Entertainment,M,151631,355735264
5729,"Greater Mumbai, India","2014-04-25 00:00:00",Silver,Fuel,M,215851,355735264
4227,"Bengaluru, India","2014-04-25 00:00:00",Silver,Entertainment,M,135281,355735264
22011,"Chennai, India","2014-04-25 00:00:00",Silver,Entertainment,F,116635,355735264
813,"Bengaluru, India","2014-04-25 00:00:00",Silver,Entertainment,F,37144,355735264
2715,"Delhi, India","2014-04-25 00:00:00",Silver,Bills,M,199280,355735264
2128,"Delhi, India","2014-04-25 00:00:00",Silver,Fuel,M,261525,355735264
16495,"Ramanathapuram, India","2014-04-25 00:00:00",Silver,Entertainment,M,51404,355735264
9867,"Delhi, India","2014-04-25 00:00:00",Silver,Grocery,F,278292,355735264
10209,"Bengaluru, India","2014-04-26 00:00:00",Silver,Food,M,128245,357528089
4684,"Ahmedabad, India","2014-04-26 00:00:00",Silver,Bills,F,37707,357528089
16792,"Shirdi, India","2014-04-26 00:00:00",Silver,Entertainment,F,279636,357528089
17695,"Dhamtari, India","2014-04-26 00:00:00",Silver,Food,M,281971,357528089
17834,"Madhubani, India","2014-04-26 00:00:00",Silver,Bills,F,284700,357528089
7311,"Delhi, India","2014-04-26 00:00:00",Silver,Food,M,152053,357528089
6968,"Delhi, India","2014-04-26 00:00:00",Silver,Entertainment,M,190684,357528089
15248,"Washim, India","2014-04-26 00:00:00",Silver,Food,M,11584,357528089
20187,"Hyderabad, India","2014-04-26 00:00:00",Silver,Grocery,M,60535,357528089
21012,"Jaipur, India","2014-04-26 00:00:00",Silver,Bills,M,145565,357528089
919,"Greater Mumbai, India","2014-04-26 00:00:00",Silver,Food,F,164032,357528089
994,"Delhi, India","2014-04-26 00:00:00",Silver,Food,F,56113,357528089
1126,"Ahmedabad, India","2014-04-27 00:00:00",Silver,Food,F,159557,359917259
17125,"Srikakulam, India","2014-04-27 00:00:00",Silver,Fuel,F,253021,359917259
8970,"Ahmedabad, India","2014-04-27 00:00:00",Silver,Grocery,M,224126,359917259
10892,"Greater Mumbai, India","2014-04-27 00:00:00",Silver,Food,F,87761,359917259
8374,"Ahmedabad, India","2014-04-27 00:00:00",Silver,Fuel,M,111593,359917259
23848,"Kolkata, India","2014-04-27 00:00:00",Silver,Fuel,F,156389,359917259
24896,"Pune, India","2014-04-27 00:00:00",Silver,Fuel,F,254915,359917259
11415,"Bengaluru, India","2014-04-27 00:00:00",Silver,Fuel,F,277091,359917259
11596,"Delhi, India","2014-04-27 00:00:00",Silver,Food,F,88429,359917259
4901,"Ahmedabad, India","2014-04-27 00:00:00",Silver,Food,M,93599,359917259
4614,"Ahmedabad, India","2014-04-27 00:00:00",Silver,Food,M,49600,359917259
4661,"Greater Mumbai, India","2014-04-27 00:00:00",Silver,Food,M,85667,359917259
2957,"Ahmedabad, India","2014-04-27 00:00:00",Silver,Fuel,M,236286,359917259
21828,"Lucknow, India","2014-04-27 00:00:00",Silver,Fuel,M,231750,359917259
14522,"Warora, India","2014-04-27 00:00:00",Silver,Entertainment,F,79386,359917259
16366,"Narnaul, India","2014-04-28 00:00:00",Silver,Bills,F,111387,363002575
16103,"Vadalur, India","2014-04-28 00:00:00",Silver,Entertainment,F,237783,363002575
14139,"Udhampur, India","2014-04-28 00:00:00",Silver,Entertainment,F,181339,363002575
11554,"Greater Mumbai, India","2014-04-28 00:00:00",Silver,Fuel,M,135608,363002575
10315,"Delhi, India","2014-04-28 00:00:00",Silver,Food,M,296767,363002575
177,"Ahmedabad, India","2014-04-28 00:00:00",Silver,Bills,F,705464,363002575
17477,"Kadapa, India","2014-04-28 00:00:00",Silver,Entertainment,M,268407,363002575
17803,"Palasa Kasibugga, India","2014-04-28 00:00:00",Silver,Food,F,294879,363002575
23973,"Jaipur, India","2014-04-28 00:00:00",Silver,Fuel,M,253056,363002575
22822,"Kolkata, India","2014-04-28 00:00:00",Silver,Entertainment,M,296787,363002575
25043,"Surat, India","2014-04-28 00:00:00",Silver,Entertainment,M,100718,363002575
20298,"Pune, India","2014-04-28 00:00:00",Silver,Food,F,100261,363002575
6964,"Greater Mumbai, India","2014-04-28 00:00:00",Silver,Entertainment,M,40841,363002575
4557,"Bengaluru, India","2014-04-28 00:00:00",Silver,Grocery,F,62019,363002575
5275,"Bengaluru, India","2014-04-29 00:00:00",Silver,Food,M,260176,364059645
4011,"Bengaluru, India","2014-04-29 00:00:00",Silver,Fuel,M,110386,364059645
4777,"Ahmedabad, India","2014-04-29 00:00:00",Silver,Bills,M,191477,364059645
13982,"Ahmedabad, India","2014-04-29 00:00:00",Silver,Food,F,258228,364059645
23447,"Kolkata, India","2014-04-29 00:00:00",Silver,Grocery,M,205064,364059645
21728,"Hyderabad, India","2014-04-29 00:00:00",Silver,Entertainment,M,31739,364059645
21872,"Kanpur, India","2014-04-30 00:00:00",Silver,Food,F,5964,365163075
21281,"Lucknow, India","2014-04-30 00:00:00",Silver,Grocery,F,83973,365163075
3055,"Bengaluru, India","2014-04-30 00:00:00",Silver,Bills,M,144188,365163075
8330,"Delhi, India","2014-04-30 00:00:00",Silver,Entertainment,F,29568,365163075
6393,"Ahmedabad, India","2014-04-30 00:00:00",Silver,Entertainment,M,261342,365163075
6344,"Greater Mumbai, India","2014-04-30 00:00:00",Silver,Fuel,M,264086,365163075
16340,"Alappuzha, India","2014-04-30 00:00:00",Silver,Fuel,F,105196,365163075
15476,"Rampurhat, India","2014-04-30 00:00:00",Silver,Grocery,F,209113,365163075
14037,"Anand, India","2014-05-01 00:00:00",Silver,Grocery,F,63158,366481629
4224,"Ahmedabad, India","2014-05-01 00:00:00",Silver,Fuel,F,140813,366481629
5356,"Bengaluru, India","2014-05-01 00:00:00",Silver,Grocery,M,7076,366481629
3388,"Greater Mumbai, India","2014-05-01 00:00:00",Silver,Entertainment,M,148828,366481629
19904,"Tiruchendur, India","2014-05-01 00:00:00",Silver,Entertainment,F,112796,366481629
11638,"Greater Mumbai, India","2014-05-01 00:00:00",Silver,Bills,F,27860,366481629
999,"Bengaluru, India","2014-05-01 00:00:00",Silver,Entertainment,F,110676,366481629
793,"Greater Mumbai, India","2014-05-01 00:00:00",Silver,Grocery,F,230362,366481629
25755,"Chennai, India","2014-05-01 00:00:00",Silver,Travel,F,138545,366481629
6320,"Delhi, India","2014-05-01 00:00:00",Silver,Grocery,F,38522,366481629
8151,"Bengaluru, India","2014-05-01 00:00:00",Silver,Food,F,247136,366481629
8472,"Greater Mumbai, India","2014-05-01 00:00:00",Silver,Entertainment,M,52782,366481629
8808,"Delhi, India","2014-05-02 00:00:00",Silver,Food,M,137094,368489043
10623,"Delhi, India","2014-05-02 00:00:00",Silver,Bills,F,135331,368489043
4646,"Delhi, India","2014-05-02 00:00:00",Silver,Fuel,M,224591,368489043
4990,"Greater Mumbai, India","2014-05-02 00:00:00",Silver,Entertainment,F,35528,368489043
19382,"Sheikhpura, India","2014-05-02 00:00:00",Silver,Fuel,F,248861,368489043
15875,"Jangaon, India","2014-05-02 00:00:00",Silver,Food,F,293302,368489043
15083,"Yellandu, India","2014-05-02 00:00:00",Silver,Entertainment,M,183215,368489043
15646,"Srinagar, India","2014-05-02 00:00:00",Silver,Fuel,M,86177,368489043
7189,"Delhi, India","2014-05-02 00:00:00",Silver,Bills,F,130785,368489043
6303,"Bengaluru, India","2014-05-02 00:00:00",Silver,Bills,M,261772,368489043
8284,"Bengaluru, India","2014-05-02 00:00:00",Silver,Grocery,F,199540,368489043
25369,"Lucknow, India","2014-05-02 00:00:00",Silver,Travel,M,71218,368489043
17214,"Sirkali, India","2014-05-03 00:00:00",Silver,Grocery,F,280364,369596263
19323,"Madhugiri, India","2014-05-03 00:00:00",Silver,Food,M,158361,369596263
17369,"Pen, India","2014-05-03 00:00:00",Silver,Food,M,59894,369596263
773,"Bengaluru, India","2014-05-03 00:00:00",Silver,Food,F,282970,369596263
6511,"Ahmedabad, India","2014-05-03 00:00:00",Silver,Grocery,M,67412,369596263
8178,"Ahmedabad, India","2014-05-03 00:00:00",Silver,Entertainment,M,258219,369596263
7975,"Bengaluru, India","2014-05-04 00:00:00",Silver,Food,F,98885,370773196
16825,"Arvi, India","2014-05-04 00:00:00",Silver,Bills,F,272800,370773196
5388,"Bengaluru, India","2014-05-04 00:00:00",Silver,Entertainment,F,76216,370773196
3111,"Greater Mumbai, India","2014-05-04 00:00:00",Silver,Grocery,M,27046,370773196
11894,"Bengaluru, India","2014-05-04 00:00:00",Silver,Grocery,F,47975,370773196
11809,"Bengaluru, India","2014-05-04 00:00:00",Silver,Food,F,142498,370773196
12782,"Delhi, India","2014-05-04 00:00:00",Silver,Entertainment,F,102421,370773196
1262,"Ahmedabad, India","2014-05-04 00:00:00",Silver,Food,F,282754,370773196
23568,"Lucknow, India","2014-05-04 00:00:00",Silver,Fuel,F,126338,370773196
3376,"Ahmedabad, India","2014-05-05 00:00:00",Silver,Food,M,78729,372299365
5168,"Ahmedabad, India","2014-05-05 00:00:00",Silver,Food,M,142417,372299365
6131,"Greater Mumbai, India","2014-05-05 00:00:00",Silver,Entertainment,M,93961,372299365
18928,"Tadpatri, India","2014-05-05 00:00:00",Silver,Fuel,M,176047,372299365
18384,"Neemuch, India","2014-05-05 00:00:00",Silver,Bills,M,6695,372299365
21863,"Chennai, India","2014-05-05 00:00:00",Silver,Food,F,242409,372299365
22161,"Chennai, India","2014-05-05 00:00:00",Silver,Food,M,38341,372299365
996,"Ahmedabad, India","2014-05-05 00:00:00",Silver,Entertainment,F,260137,372299365
2741,"Greater Mumbai, India","2014-05-05 00:00:00",Silver,Food,M,159874,372299365
16611,"Amravati, India","2014-05-05 00:00:00",Silver,Bills,F,191696,372299365
16370,"Kasaragod, India","2014-05-05 00:00:00",Silver,Bills,M,135863,372299365
15459,"Giridih, India","2014-05-06 00:00:00",Silver,Food,M,33365,374073109
15974,"Keshod, India","2014-05-06 00:00:00",Silver,Fuel,F,10870,374073109
16017,"Ranipet, India","2014-05-06 00:00:00",Silver,Grocery,M,266050,374073109
10277,"Greater Mumbai, India","2014-05-06 00:00:00",Silver,Grocery,F,291162,374073109
7553,"Bengaluru, India","2014-05-06 00:00:00",Silver,Grocery,M,5344,374073109
3800,"Delhi, India","2014-05-06 00:00:00",Silver,Bills,M,193638,374073109
4128,"Bengaluru, India","2014-05-06 00:00:00",Silver,Food,F,92235,374073109
535,"Bengaluru, India","2014-05-06 00:00:00",Silver,Food,F,138342,374073109
1083,"Delhi, India","2014-05-06 00:00:00",Silver,Entertainment,F,234945,374073109
817,"Bengaluru, India","2014-05-06 00:00:00",Silver,Grocery,F,82474,374073109
763,"Bengaluru, India","2014-05-06 00:00:00",Silver,Fuel,F,194493,374073109
11768,"Bengaluru, India","2014-05-06 00:00:00",Silver,Bills,F,71961,374073109
21359,"Surat, India","2014-05-06 00:00:00",Silver,Grocery,F,38922,374073109
20416,"Kolkata, India","2014-05-06 00:00:00",Silver,Entertainment,F,119943,374073109
21403,"Chennai, India","2014-05-07 00:00:00",Silver,Fuel,M,134394,375975854
22009,"Lucknow, India","2014-05-07 00:00:00",Silver,Bills,M,120631,375975854
25672,"Chennai, India","2014-05-07 00:00:00",Silver,Travel,M,217634,375975854
22376,"Lucknow, India","2014-05-07 00:00:00",Silver,Food,M,204983,375975854
9815,"Ahmedabad, India","2014-05-07 00:00:00",Silver,Fuel,F,132180,375975854
14140,"Byasanagar, India","2014-05-07 00:00:00",Silver,Entertainment,F,168838,375975854
15884,"Kohima, India","2014-05-07 00:00:00",Silver,Grocery,F,158241,375975854
12107,"Ahmedabad, India","2014-05-07 00:00:00",Silver,Entertainment,M,188283,375975854
11315,"Bengaluru, India","2014-05-07 00:00:00",Silver,Food,F,18027,375975854
3650,"Ahmedabad, India","2014-05-07 00:00:00",Silver,Fuel,F,296473,375975854
1239,"Bengaluru, India","2014-05-07 00:00:00",Silver,Food,F,263061,375975854
1205,"Bengaluru, India","2014-05-08 00:00:00",Silver,Bills,F,2741,377382456
531,"Bengaluru, India","2014-05-08 00:00:00",Silver,Food,F,20573,377382456
903,"Bengaluru, India","2014-05-08 00:00:00",Silver,Fuel,F,282058,377382456
20144,"Kanpur, India","2014-05-08 00:00:00",Silver,Bills,M,160188,377382456
22090,"Hyderabad, India","2014-05-08 00:00:00",Silver,Food,F,170162,377382456
20315,"Hyderabad, India","2014-05-08 00:00:00",Silver,Entertainment,F,98883,377382456
25275,"Jaipur, India","2014-05-08 00:00:00",Silver,Food,F,49617,377382456
14464,"Palwancha, India","2014-05-08 00:00:00",Silver,Food,F,61957,377382456
12741,"Bengaluru, India","2014-05-08 00:00:00",Silver,Food,F,115086,377382456
12859,"Delhi, India","2014-05-08 00:00:00",Silver,Fuel,M,150749,377382456
11141,"Delhi, India","2014-05-08 00:00:00",Silver,Bills,M,294588,377382456
21493,"Surat, India","2014-05-09 00:00:00",Silver,Fuel,F,47223,378026672
8569,"Delhi, India","2014-05-09 00:00:00",Silver,Grocery,M,69259,378026672
19187,"Bellampalle, India","2014-05-09 00:00:00",Silver,Grocery,M,181960,378026672
8242,"Ahmedabad, India","2014-05-09 00:00:00",Silver,Food,F,199608,378026672
15989,"Jangaon, India","2014-05-09 00:00:00",Silver,Food,F,146166,378026672
14003,"Kapadvanj, India","2014-05-10 00:00:00",Silver,Food,M,48533,379650402
19212,"Korba, India","2014-05-10 00:00:00",Silver,Fuel,F,198254,379650402
8845,"Ahmedabad, India","2014-05-10 00:00:00",Silver,Food,F,122437,379650402
11473,"Delhi, India","2014-05-10 00:00:00",Silver,Entertainment,M,62155,379650402
878,"Bengaluru, India","2014-05-10 00:00:00",Silver,Entertainment,F,264985,379650402
822,"Delhi, India","2014-05-10 00:00:00",Silver,Food,F,5397,379650402
1800,"Delhi, India","2014-05-10 00:00:00",Silver,Fuel,M,35876,379650402
23859,"Lucknow, India","2014-05-10 00:00:00",Silver,Food,F,286811,379650402
23892,"Pune, India","2014-05-10 00:00:00",Silver,Bills,M,38793,379650402
7338,"Delhi, India","2014-05-10 00:00:00",Silver,Grocery,F,104713,379650402
8230,"Delhi, India","2014-05-10 00:00:00",Silver,Entertainment,M,72733,379650402
7905,"Greater Mumbai, India","2014-05-10 00:00:00",Silver,Food,F,262727,379650402
