,Credit_card,Product_ID,P_CATEGORY,CONDTION,Brand,Price ,Selling_price,Coupon_ID,Date,Time,GTIN,MPN,Merchant_name,M_ID,Payment Method,Transaction ID,Return_ind,Return_date,Discount,Value,Day_of_Week,Month
1559,4645.0,200,DECOR,Refurbished,QHIYO,59.63,46.63,LM442,2014-09-01,08:51:00,4852258,249117031,L'Occitane,GN4034,Mobile carrier Billing,55781,1,2014-09-08,13.0,Low,Monday,September
1560,4733.0,579,COMPUTERS,Refurbished,GCVNE,1435.77,1413.77,GI597,2014-07-01,03:07:03,8225682,534106493,The Vitamin Shoppe,HW9979,Debit card,34258,1,2014-07-08,22.0,Low,Tuesday,July
1561,7589.0,816,DECOR,New,DGWZG,1050.51,1026.51,ID512,2014-05-14,12:37:22,1145295,743613289,Guitar Center,GN4169,Credit card,68838,1,2014-05-21,24.0,Low,Wednesday,May
1562,2172.0,449,SHOES,New,MQSLF,2375.92,2329.92,CT153,2014-10-03,02:13:08,9851944,840435165,Gymboree,ZF8986,Credit card,95810,1,2014-10-10,46.0,Low,Friday,October
1563,5481.0,119,OFFICE SUPPLIES,Refurbished,EVWJY,3130.29,3101.29,BD237,2014-02-21,13:01:03,7237424,860407762,Gymboree,ZF8986,Mobile carrier Billing,16960,1,2014-02-28,29.0,High,Friday,February
1564,5974.0,616,OFFICE SUPPLIES,Used,EVWJY,1011.9,965.9,BW204,2014-05-15,11:03:32,1339637,530005398,Cole Hardware,EX7730,Mobile carrier Billing,16782,1,2014-05-22,46.0,Low,Thursday,May
1565,6105.0,970,LUGGAGE,Refurbished,CENQJ,635.56,595.56,PY181,2014-11-14,23:44:34,9099199,658294814,Peninsula Beauty,YE5901,Mobile carrier Billing,50322,1,2014-11-21,40.0,Low,Friday,November
1566,9086.0,343,OFFICE SUPPLIES,Refurbished,WELZA,2882.87,2846.87,KR632,2014-11-20,03:26:43,4252777,921618131,Cole Hardware,EX7730,Credit card,68750,1,2014-11-27,36.0,High,Thursday,November
1567,4358.0,752,CLOTHING,Used,GTFFL,625.61,598.61,QA581,2014-01-30,09:25:20,1613105,709270217,Barnes & Noble,EY1660,Credit card,87962,1,2014-02-06,27.0,Low,Thursday,January
1568,3175.0,195,COMPUTERS,Refurbished,GCVNE,4641.79,4619.79,OR409,2014-01-18,22:47:32,6013750,388218214,Barnes & Noble,EY1658,Prepaid card,40217,1,2014-01-25,22.0,High,Saturday,January
1569,7991.0,136,KITCHEN & DINING,New,NSILF,4019.79,4006.79,UU646,2014-02-23,00:11:52,9338093,124589952,Nine West,RM9837,Paypal wallet,3913,1,2014-03-02,13.0,High,Sunday,February
1570,9725.0,396,LUGGAGE,New,TNVON,1452.5,1408.5,YK470,2014-11-29,14:11:00,8810256,327619429,DODOcase,UW7354,Prepaid card,68047,1,2014-12-06,44.0,Low,Saturday,November
1571,7589.0,694,OFFICE SUPPLIES,New,EVWJY,3695.96,3665.96,SP458,2014-12-03,19:28:49,2251104,859574535,Guitar Center,GN3989,Gift card,44493,1,2014-12-10,30.0,High,Wednesday,December
1572,7991.0,737,GAMES,Used,KJOGG,733.21,683.21,SO680,2014-03-29,13:34:04,8671750,924483311,Guitar Center,GN3989,Credit card,68433,1,2014-04-05,50.0,Low,Saturday,March
1573,9086.0,535,GAMES,Refurbished,EITXF,3032.65,3015.65,WF512,2014-11-19,22:05:17,8413589,418674826,L'Occitane,GN3944,Prepaid card,66128,1,2014-11-26,17.0,High,Wednesday,November
1574,1896.0,324,ELECTRONICS,New,AGSDS,2132.96,2104.96,QE364,2014-04-24,16:32:59,9623187,493345170,DODOcase,UW7356,Mobile carrier Billing,2081,1,2014-05-01,28.0,Low,Thursday,April
1575,5081.0,810,BABY CLOTHING,Used,GOZLI,2099.17,2086.17,YI440,2014-03-17,22:18:41,8365171,511279623,DODOcase,UW7357,Mobile carrier Billing,25692,1,2014-03-24,13.0,Low,Monday,March
1576,5570.0,827,ELECTRONICS,New,OULOW,2830.51,2806.51,TI688,2014-05-15,17:56:30,8120427,683180094,Gymboree,ZF8986,Credit card,72969,1,2014-05-22,24.0,Low,Thursday,May
1577,1896.0,765,DECOR,New,ZACKV,4557.18,4521.18,HM203,2014-10-10,23:27:44,5374655,420577814,Costco,GW8247,Credit card,73296,1,2014-10-17,36.0,High,Friday,October
1579,3833.0,395,OFFICE SUPPLIES,New,WELZA,2909.68,2867.68,UZ413,2014-04-16,16:48:19,9235525,204303273,DODOcase,UW7356,Credit card,59696,1,2014-04-23,42.0,High,Wednesday,April
1580,3965.0,140,OFFICE SUPPLIES,Used,WELZA,2513.31,2476.31,LX381,2014-07-01,12:21:22,9828414,170045787,The Vitamin Shoppe,HW9975,Credit card,9809,1,2014-07-08,37.0,Low,Tuesday,July
1581,5850.0,266,KITCHEN & DINING,Used,HLICV,2488.2,2456.2,OY199,2014-07-01,15:11:24,3661794,873269722,Nob Hill Foods,KL2558,Credit card,60161,1,2014-07-08,32.0,Low,Tuesday,July
1582,7173.0,956,COMPUTERS,New,YEJZI,3158.59,3114.59,TO682,2014-01-29,07:32:41,8445000,851340939,DODOcase,UW7352,Debit card,54879,1,2014-02-05,44.0,High,Wednesday,January
1583,7861.0,810,DECOR,Used,ZACKV,1247.24,1220.24,RH223,2014-10-03,00:16:27,3181744,406185286,The Vitamin Shoppe,HW9975,Mobile carrier Billing,37416,1,2014-10-10,27.0,Low,Friday,October
1584,3040.0,343,OFFICE SUPPLIES,Refurbished,WELZA,2882.87,2832.87,XS156,2014-02-13,16:29:44,8132827,593164130,Cole Hardware,EX7730,Credit card,50394,1,2014-02-20,50.0,High,Thursday,February
1585,4336.0,635,COMPUTERS,New,DCJRW,1635.43,1587.43,CM685,2014-03-16,09:21:55,7731031,886327386,Barnes & Noble,EY1659,Mobile carrier Billing,49612,1,2014-03-23,48.0,Low,Sunday,March
1586,9334.0,396,BABY CLOTHING,Refurbished,LATFL,2043.07,2002.07,XF724,2014-04-26,15:19:44,7872744,691718304,The North Face,GH6874,Paypal wallet,13272,1,2014-05-03,41.0,Low,Saturday,April
1587,9063.0,332,OFFICE SUPPLIES,New,EVWJY,4211.48,4183.48,ZK594,2014-01-01,23:01:09,2480146,455324027,The North Face,GH6872,Mobile carrier Billing,81311,1,2014-01-08,28.0,High,Wednesday,January
1588,3931.0,470,LUGGAGE,Used,TNVON,4783.25,4766.25,AK260,2014-03-03,21:20:56,4479860,706980038,REI,EI6775,Credit card,40031,1,2014-03-10,17.0,High,Monday,March
1589,4284.0,604,ELECTRONICS,Used,CWTLA,4526.52,4502.52,BC378,2014-10-02,23:07:07,2189822,603655962,PetSmart,IB7024,Credit card,35884,1,2014-10-09,24.0,High,Thursday,October
1590,7738.0,832,DECOR,New,ZACKV,1023.49,1003.49,MG629,2014-05-16,22:59:31,7394316,368868707,Costco,GW8247,Credit card,18121,1,2014-05-23,20.0,Low,Friday,May
1592,8381.0,752,OFFICE SUPPLIES,Refurbished,EVWJY,4802.17,4791.17,LE375,2014-12-20,07:03:07,1286908,354191809,The North Face,GH6873,Credit card,15485,1,2014-12-27,11.0,High,Saturday,December
1593,5481.0,763,DECOR,Refurbished,LBVIW,4943.44,4931.44,LB560,2014-07-01,18:16:07,5278802,415009400,Right Start,IQ1509,Prepaid card,64249,1,2014-07-08,12.0,High,Tuesday,July
1594,8565.0,838,BEDDING,Refurbished,CJUEU,1980.83,1957.83,FR504,2014-11-21,22:50:04,1045884,572729854,Gymboree,ZF8986,Mobile carrier Billing,76591,1,2014-11-28,23.0,Low,Friday,November
1596,5208.0,198,CLOTHING,Refurbished,ONKHS,3178.34,3149.34,HF577,2014-02-13,06:54:07,8651452,478595289,REI,EI6774,Credit card,19115,1,2014-02-20,29.0,High,Thursday,February
1597,7001.0,816,DECOR,New,DGWZG,1050.51,1006.51,GA391,2014-06-01,22:42:57,5991270,254427407,Guitar Center,GN4169,Credit card,75841,1,2014-06-08,44.0,Low,Sunday,June
1598,8639.0,844,COMPUTERS,Used,GCVNE,3551.26,3518.26,BK142,2014-03-29,16:59:48,6947140,945016054,The North Face,GH6873,Credit card,16542,1,2014-04-05,33.0,High,Saturday,March
1599,3598.0,300,COMPUTERS,Used,YXQFM,2455.58,2414.58,ND887,2014-12-19,15:13:22,7398503,791119997,L'Occitane,GN4124,Mobile carrier Billing,22943,1,2014-12-26,41.0,Low,Friday,December
1600,3899.0,266,KITCHEN & DINING,Used,HLICV,2488.2,2478.2,KP979,2014-07-30,11:59:20,8925904,738301935,Nob Hill Foods,KL2558,Credit card,87022,1,2014-08-06,10.0,Low,Wednesday,July
1601,4358.0,722,ELECTRONICS,New,OULOW,3469.59,3439.59,QU518,2014-07-30,13:34:53,5986545,195211028,Walgreens,VW7192,Mobile carrier Billing,16307,1,2014-08-06,30.0,High,Wednesday,July
1602,9275.0,151,SHOES,New,VKKEA,3653.68,3617.68,HG352,2014-01-06,10:26:22,3861065,507861869,Nine West,RM9837,Mobile carrier Billing,54444,1,2014-01-13,36.0,High,Monday,January
1603,9563.0,266,COMPUTERS,Used,GCVNE,2143.08,2103.08,TF341,2014-03-30,07:31:41,1692007,918972421,REI,EI6774,Credit card,12270,1,2014-04-06,40.0,Low,Sunday,March
1604,9725.0,381,OFFICE SUPPLIES,New,WELZA,4694.6,4665.6,JU969,2014-03-31,21:21:46,1127820,483225542,Cole Hardware,EX7729,Mobile carrier Billing,73131,1,2014-04-07,29.0,High,Monday,March
1605,8299.0,635,APPLIANCES,Refurbished,AVMAI,2294.19,2257.19,PY509,2014-03-21,12:32:18,8723897,120687852,The Vitamin Shoppe,HW9975,Prepaid card,4347,1,2014-03-28,37.0,Low,Friday,March
1606,9587.0,752,OFFICE SUPPLIES,Refurbished,EVWJY,4802.17,4773.17,JQ297,2014-03-26,21:54:55,6533590,172116782,The North Face,GH6873,Credit card,74316,1,2014-04-02,29.0,High,Wednesday,March
1607,2304.0,775,ELECTRONICS,Used,BEFJD,3061.88,3031.88,MX529,2014-01-03,10:34:27,9113381,871889385,Barnes & Noble,EY1658,Mobile carrier Billing,42556,1,2014-01-10,30.0,High,Friday,January
1608,3768.0,838,LUGGAGE,Used,IWPJG,379.56,330.56,CS143,2014-05-14,20:06:27,9261291,473329837,The North Face,GH6873,Mobile carrier Billing,93985,1,2014-05-21,49.0,Low,Wednesday,May
1609,2304.0,956,SHOES,Used,DYHNA,2800.18,2760.18,VR444,2014-03-04,08:56:40,5920444,722772234,Gymboree,ZF8986,Mobile carrier Billing,18672,1,2014-03-11,40.0,Low,Tuesday,March
1610,3040.0,830,BABY CLOTHING,Used,TPDLE,4489.47,4457.47,TC688,2014-05-29,18:13:51,2438293,518628710,Right Start,IQ1508,Mobile carrier Billing,46749,1,2014-06-05,32.0,High,Thursday,May
1612,8639.0,396,LUGGAGE,New,TNVON,1452.5,1433.5,PQ980,2014-08-08,10:00:48,5888063,204851868,DODOcase,UW7354,Mobile carrier Billing,45861,1,2014-08-15,19.0,Low,Friday,August
1613,1256.0,534,SHOES,New,RKFCM,1484.74,1436.74,IB994,2014-02-27,05:15:02,4519465,656203824,Peninsula Beauty,YE5901,Prepaid card,88277,1,2014-03-06,48.0,Low,Thursday,February
1614,6098.0,266,DECOR,Used,LBVIW,3539.12,3521.12,XI863,2014-10-10,19:55:55,1767119,963139811,Ulta,UO9656,Debit card,93361,1,2014-10-17,18.0,High,Friday,October
1615,7861.0,260,COMPUTERS,New,GCVNE,4743.47,4716.47,RM436,2014-11-14,05:27:51,8369468,797488798,Peninsula Beauty,YE5901,Credit card,42754,1,2014-11-21,27.0,High,Friday,November
1616,8972.0,200,BABY TOYS,New,LATFL,3293.19,3271.19,CH713,2014-10-26,07:20:41,2705855,780563980,Road Runner Sports,MS6580,Debit card,47646,1,2014-11-02,22.0,High,Sunday,October
1617,9262.0,616,BABY TOYS,Refurbished,BGYXR,378.28,365.28,TO571,2014-05-09,04:41:06,5844813,455352880,Barnes & Noble,EY1658,Credit card,66240,1,2014-05-16,13.0,Low,Friday,May
1618,2398.0,907,DECOR,Used,LBVIW,2661.83,2639.83,CE818,2014-11-01,07:23:34,4380144,460827674,Cole Hardware,EX7731,Debit card,63650,1,2014-11-08,22.0,Low,Saturday,November
1619,5974.0,145,CLOTHING,New,ZVYTC,3631.77,3610.77,JD349,2014-10-29,18:26:18,4885329,530635670,Nine West,RM9837,Prepaid card,28732,1,2014-11-05,21.0,High,Wednesday,October
1620,8067.0,912,SHOES,New,VKKEA,2230.61,2212.61,BO695,2014-12-09,00:20:17,4466545,107109525,Walgreens,VW7192,Mobile carrier Billing,12312,1,2014-12-16,18.0,Low,Tuesday,December
1621,3966.0,775,ELECTRONICS,Used,BEFJD,3061.88,3028.88,IH203,2014-07-26,07:08:41,6512632,702608520,Barnes & Noble,EY1658,Prepaid card,24419,1,2014-08-02,33.0,High,Saturday,July
1622,5260.0,635,APPLIANCES,Refurbished,AVMAI,2294.19,2260.19,PX696,2014-03-28,07:25:36,7955780,280060566,The Vitamin Shoppe,HW9975,Mobile carrier Billing,43269,1,2014-04-04,34.0,Low,Friday,March
1623,7979.0,875,BEDDING,New,CJUEU,2399.11,2380.11,BR270,2014-03-13,22:24:55,3176675,507259009,DODOcase,UW7352,Prepaid card,73996,1,2014-03-20,19.0,Low,Thursday,March
1624,8523.0,670,GAMES,New,KJOGG,3155.29,3114.29,ZC120,2014-09-03,09:12:55,1298356,327545201,Staples,VN6655,Mobile carrier Billing,32814,1,2014-09-10,41.0,High,Wednesday,September
1625,1256.0,360,DECOR,Used,DGWZG,438.77,399.77,JV628,2014-11-02,13:36:12,6973314,922621035,DFLOWERS,ZG2587,Mobile carrier Billing,33377,1,2014-11-09,39.0,Low,Sunday,November
1626,6565.0,260,COMPUTERS,New,GCVNE,4743.47,4711.47,JX420,2014-03-12,01:36:36,1767313,776595185,Peninsula Beauty,YE5901,Credit card,60157,1,2014-03-19,32.0,High,Wednesday,March
1627,4358.0,111,COMPUTERS,New,YEJZI,2429.24,2409.24,FK287,2014-02-14,15:05:49,2220997,111043803,L'Occitane,GN4214,Mobile carrier Billing,50210,1,2014-02-21,20.0,Low,Friday,February
1628,8919.0,132,OFFICE SUPPLIES,New,WELZA,4531.66,4498.66,PQ392,2014-10-06,12:48:33,4383825,900445813,Ulta,UO9657,Credit card,98423,1,2014-10-13,33.0,High,Monday,October
1629,9262.0,715,BABY CLOTHING,Used,TPDLE,2638.33,2624.33,LW921,2014-08-03,21:03:35,3264690,165047336,Ulta,UO9657,Prepaid card,80217,1,2014-08-10,14.0,Low,Sunday,August
1631,4139.0,579,SHOES,Refurbished,RKFCM,2298.99,2258.99,AB785,2014-07-17,11:19:17,4532699,363018111,Right Start,IQ1508,Credit card,16132,1,2014-07-24,40.0,Low,Thursday,July
1632,6105.0,986,COMPUTERS,New,YXQFM,3205.26,3160.26,PK923,2014-11-11,17:07:30,3989351,118274478,DFLOWERS,ZG2587,Credit card,22834,1,2014-11-18,45.0,High,Tuesday,November
1633,9305.0,657,BABY CLOTHING,Used,LATFL,3437.43,3414.43,LT877,2014-07-26,20:01:41,9671647,829953368,The North Face,GH6873,Debit card,33802,1,2014-08-02,23.0,High,Saturday,July
1634,2024.0,810,BABY CLOTHING,Used,GOZLI,2099.17,2050.17,TY876,2014-02-22,07:10:35,5840503,155844187,DODOcase,UW7357,Mobile carrier Billing,65149,1,2014-03-01,49.0,Low,Saturday,February
1635,2172.0,849,ELECTRONICS,Refurbished,FMBZC,3697.22,3674.22,YX839,2014-02-14,00:15:38,5468587,122337636,Walgreens,VW7191,Credit card,17944,1,2014-02-21,23.0,High,Friday,February
1636,7856.0,816,DECOR,New,DGWZG,1050.51,1036.51,WN204,2014-04-07,17:37:46,7042244,317194240,Guitar Center,GN4169,Credit card,74082,1,2014-04-14,14.0,Low,Monday,April
1638,3122.0,527,BABY CLOTHING,New,BGYXR,3309.99,3298.99,JC841,2014-01-14,15:38:38,3851869,814762774,Barnes & Noble,EY1658,Prepaid card,91553,1,2014-01-21,11.0,High,Tuesday,January
1639,7481.0,141,COMPUTERS,New,GCVNE,3571.93,3542.93,JQ679,2014-01-03,00:36:01,9452726,416706899,Staples,VN6656,Debit card,29903,1,2014-01-10,29.0,High,Friday,January
1640,6324.0,119,COMPUTERS,New,YXQFM,901.26,886.26,NB779,2014-01-01,22:31:48,3807686,268094806,Costco,GW8247,Credit card,47962,1,2014-01-08,15.0,Low,Wednesday,January
1641,7433.0,381,OFFICE SUPPLIES,New,WELZA,4694.6,4647.6,IN204,2014-10-08,04:24:22,5162510,618538109,Cole Hardware,EX7729,Mobile carrier Billing,2210,1,2014-10-15,47.0,High,Wednesday,October
1642,9086.0,832,DECOR,New,ZACKV,1023.49,986.49,LF840,2014-11-03,11:56:10,8700688,910598188,Costco,GW8247,Mobile carrier Billing,16461,1,2014-11-10,37.0,Low,Monday,November
1643,4540.0,986,COMPUTERS,New,YXQFM,3205.26,3179.26,PA685,2014-02-16,00:57:26,1816370,455271970,DFLOWERS,ZG2587,Credit card,65429,1,2014-02-23,26.0,High,Sunday,February
1644,9699.0,183,BABY CLOTHING,Used,CTAOI,2042.68,2026.68,NU965,2014-04-27,21:16:38,7730707,954330406,L'Occitane,GN3944,Mobile carrier Billing,10725,1,2014-05-04,16.0,Low,Sunday,April
1645,9723.0,931,BEDDING,New,CJUEU,4083.1,4043.1,QX958,2014-08-12,20:43:49,1886319,883259613,Walgreens,VW7192,Debit card,9086,1,2014-08-19,40.0,High,Tuesday,August
1646,4575.0,136,CLOTHING,New,ZVYTC,4268.73,4233.73,MS326,2014-02-18,19:20:55,7089035,865941611,Barnes & Noble,EY1659,Mobile carrier Billing,96377,1,2014-02-25,35.0,High,Tuesday,February
1647,4672.0,722,ELECTRONICS,New,OULOW,3469.59,3436.59,HS768,2014-04-10,10:23:53,2359795,166761068,Walgreens,VW7192,Mobile carrier Billing,62315,1,2014-04-17,33.0,High,Thursday,April
1649,9275.0,260,DECOR,Refurbished,DGWZG,1623.34,1605.34,JX128,2014-03-15,21:08:43,6533589,469771093,Nob Hill Foods,KL2558,Mobile carrier Billing,79289,1,2014-03-22,18.0,Low,Saturday,March
1650,6271.0,145,BEDDING,New,PIUEM,3272.59,3248.59,UN449,2014-08-06,03:11:50,8609776,690737558,Road Runner Sports,MS6579,Mobile carrier Billing,37660,1,2014-08-13,24.0,High,Wednesday,August
1651,7075.0,554,SHOES,New,RKFCM,3461.72,3426.72,OU952,2014-06-10,18:14:24,8060284,748716336,Guitar Center,GN4079,Prepaid card,33626,1,2014-06-17,35.0,High,Tuesday,June
1652,9103.0,470,APPLIANCES,New,TTNTN,1187.85,1152.85,QA467,2014-02-04,07:03:22,9633189,668675586,Cole Hardware,EX7729,Credit card,23090,1,2014-02-11,35.0,Low,Tuesday,February
1653,2024.0,722,GAMES,New,KJOGG,1680.33,1665.33,OI905,2014-05-02,12:46:10,1618576,180690299,The North Face,GH6874,Debit card,17292,1,2014-05-09,15.0,Low,Friday,May
1654,3966.0,539,ELECTRONICS,New,OULOW,668.11,656.11,OW733,2014-12-06,17:13:30,3150146,679684640,DFLOWERS,ZG2587,Credit card,39185,1,2014-12-13,12.0,Low,Saturday,December
1656,2019.0,260,DECOR,Refurbished,DGWZG,1623.34,1585.34,HH516,2014-09-26,19:45:33,6903139,508225204,Nob Hill Foods,KL2558,Credit card,62783,1,2014-10-03,38.0,Low,Friday,September
1657,5974.0,737,GAMES,Used,KJOGG,733.21,704.21,CK414,2014-12-20,05:35:09,5599369,166835940,Guitar Center,GN3989,Mobile carrier Billing,10099,1,2014-12-27,29.0,Low,Saturday,December
1658,6286.0,737,DECOR,New,DGWZG,4025.79,3994.79,NP921,2014-12-02,16:21:34,3723706,694674040,Right Start,IQ1508,Credit card,18952,1,2014-12-09,31.0,High,Tuesday,December
1659,6946.0,767,BABY CLOTHING,New,LATFL,42.13,20.13,GD629,2014-02-17,02:37:48,1310181,136880805,PetSmart,IB7024,Debit card,87932,1,2014-02-24,22.000000000000004,Low,Monday,February
1660,9103.0,795,CLOTHING,Refurbished,ONKHS,2667.33,2646.33,EA266,2014-06-15,05:14:53,8985489,234313315,L'Occitane,GN4034,Debit card,36755,1,2014-07-07,21.0,Low,Sunday,June
1662,4595.0,830,OFFICE SUPPLIES,Used,EVWJY,2431.78,2418.78,MT175,2014-11-23,15:55:47,6348954,244060142,The North Face,GH6874,Credit card,62556,1,2014-12-15,13.0,Low,Sunday,November
1663,6286.0,295,COMPUTERS,Used,DCJRW,622.19,576.19,CQ554,2014-03-17,11:35:10,5889494,919627994,Ulta,UO9660,Mobile carrier Billing,41456,1,2014-04-08,46.0,Low,Monday,March
1664,8639.0,694,ELECTRONICS,New,AGSDS,3123.8,3098.8,TE163,2014-10-17,13:57:12,9597922,965617340,Barnes & Noble,EY1659,Mobile carrier Billing,43783,1,2014-11-08,25.0,High,Friday,October
1665,2377.0,552,APPLIANCES,Used,TTNTN,953.33,933.33,TA131,2014-02-15,18:49:54,5417554,451358307,REI,EI6774,Credit card,86494,1,2014-03-09,20.0,Low,Saturday,February
1666,3704.0,772,KITCHEN & DINING,New,RGMIK,3373.87,3349.87,IN881,2014-06-21,10:29:55,5340013,453468702,Guitar Center,GN4079,Credit card,86986,1,2014-07-13,24.0,High,Saturday,June
1668,7496.0,300,COMPUTERS,Used,YXQFM,2455.58,2427.58,ZC596,2014-08-30,17:14:28,9774777,196984780,L'Occitane,GN4124,Prepaid card,48577,1,2014-09-21,28.0,Low,Saturday,August
1669,2024.0,132,OFFICE SUPPLIES,New,WELZA,4531.66,4490.66,EN470,2014-03-23,10:18:59,1981771,281686360,Ulta,UO9657,Credit card,61742,1,2014-04-14,41.0,High,Sunday,March
1670,2172.0,956,COMPUTERS,New,YEJZI,3158.59,3148.59,XE466,2014-07-20,08:18:10,8778072,733883143,DODOcase,UW7352,Credit card,50962,1,2014-08-11,10.0,High,Sunday,July
1671,3496.0,699,CLOTHING,New,KXUWE,1061.81,1039.81,FI332,2014-07-17,23:20:29,2475547,509123605,Guitar Center,GN3989,Mobile carrier Billing,10940,1,2014-08-08,22.0,Low,Thursday,July
1672,6700.0,838,LUGGAGE,Used,IWPJG,379.56,333.56,RT459,2014-07-25,05:39:19,5565594,964996872,The North Face,GH6873,Mobile carrier Billing,86999,1,2014-08-16,46.0,Low,Friday,July
1674,8919.0,579,SHOES,Refurbished,RKFCM,2298.99,2280.99,BE927,2014-03-03,14:38:59,6991888,791909074,Right Start,IQ1508,Credit card,76759,1,2014-03-25,18.0,Low,Monday,March
1675,4284.0,484,APPLIANCES,Used,BUDLO,986.46,964.46,ZG495,2014-07-07,17:06:04,2288458,153834638,Guitar Center,GN4349,Credit card,19025,1,2014-07-29,22.0,Low,Monday,July
1676,5229.0,140,BABY TOYS,Refurbished,TPDLE,115.4,98.4,JW806,2014-08-23,21:28:14,2626453,485228634,Barnes & Noble,EY1659,Mobile carrier Billing,73403,1,2014-09-14,17.0,Low,Saturday,August
1677,7631.0,512,BEDDING,New,HXPCS,136.84,118.84,OB589,2014-01-22,07:16:55,7065907,670168848,Road Runner Sports,MS6579,Mobile carrier Billing,87504,1,2014-02-13,18.0,Low,Wednesday,January
1678,9856.0,343,OFFICE SUPPLIES,Refurbished,WELZA,2882.87,2838.87,PM256,2014-11-19,19:45:40,2591415,494403062,Cole Hardware,EX7730,Prepaid card,70574,1,2014-12-11,44.0,High,Wednesday,November
1679,9063.0,572,LUGGAGE,New,CENQJ,3277.74,3230.74,WW938,2014-01-05,11:23:46,5593306,858432290,Gymboree,ZF8986,Mobile carrier Billing,5984,1,2014-01-27,47.0,High,Sunday,January
1680,9629.0,579,COMPUTERS,Refurbished,GCVNE,1435.77,1424.77,TA391,2014-07-01,15:28:49,6414700,723830704,The Vitamin Shoppe,HW9979,Mobile carrier Billing,72328,1,2014-07-08,11.0,Low,Tuesday,July
1681,9950.0,702,COMPUTERS,New,YEJZI,4001.27,3973.27,CD819,2014-09-08,11:57:17,3094990,375062037,Road Runner Sports,MS6579,Mobile carrier Billing,51878,1,2014-09-15,28.0,High,Monday,September
1682,6075.0,702,COMPUTERS,New,YEJZI,4001.27,3965.27,HS220,2014-05-03,05:04:43,9970763,795061281,Road Runner Sports,MS6579,Credit card,39913,1,2014-05-10,36.0,High,Saturday,May
1683,7122.0,512,BEDDING,New,HXPCS,136.84,93.84,LU598,2014-10-03,22:53:56,4293593,873472956,Road Runner Sports,MS6579,Mobile carrier Billing,35968,1,2014-10-10,43.0,Low,Friday,October
1684,7433.0,849,ELECTRONICS,Refurbished,FMBZC,3697.22,3678.22,TA406,2014-03-14,01:18:28,6772860,363030678,Walgreens,VW7191,Debit card,94338,1,2014-03-21,19.0,High,Friday,March
1685,8067.0,784,GAMES,Used,EITXF,1017.77,1005.77,II315,2014-04-29,04:47:53,5503913,426485505,Costco,GW8248,Credit card,49819,1,2014-05-06,12.0,Low,Tuesday,April
1687,7122.0,200,BABY TOYS,New,LATFL,3293.19,3270.19,SL197,2014-05-13,09:20:08,2863188,414328435,Road Runner Sports,MS6580,Mobile carrier Billing,15439,1,2014-05-20,23.0,High,Tuesday,May
1688,9033.0,145,BEDDING,New,PIUEM,3272.59,3243.59,IB767,2014-09-08,01:38:42,8918984,795249231,Road Runner Sports,MS6579,Prepaid card,10745,1,2014-09-15,29.0,High,Monday,September
1690,1177.0,956,SHOES,Used,DYHNA,2800.18,2778.18,SO656,2014-03-24,05:21:09,1109463,933812611,Gymboree,ZF8986,Credit card,52501,1,2014-03-31,22.0,Low,Monday,March
1691,1831.0,389,APPLIANCES,Refurbished,KZDWR,3554.31,3530.31,EH744,2014-03-03,16:26:54,7641024,601670687,REI,EI6775,Prepaid card,67619,1,2014-03-10,24.0,High,Monday,March
1692,2011.0,406,CLOTHING,Used,ONKHS,2202.2,2168.2,RF589,2014-12-16,06:35:33,6248365,133749413,Cole Hardware,EX7730,Paypal wallet,59076,1,2014-12-23,34.0,Low,Tuesday,December
1693,4852.0,988,COMPUTERS,Used,DCJRW,865.57,839.57,GX146,2014-12-01,06:38:20,5912741,639023085,Staples,VN6655,Credit card,91768,1,2014-12-08,26.0,Low,Monday,December
1694,6630.0,198,KITCHEN & DINING,Refurbished,RGMIK,3643.75,3625.75,NF887,2014-07-30,11:25:39,7012707,932598790,Nine West,RM9837,Credit card,60445,1,2014-08-06,18.0,High,Wednesday,July
1695,7122.0,722,ELECTRONICS,New,OULOW,3469.59,3421.59,DF672,2014-03-16,03:57:26,7073175,893452231,Walgreens,VW7192,Mobile carrier Billing,13948,1,2014-03-23,48.0,High,Sunday,March
1697,6630.0,332,APPLIANCES,New,MEWPZ,4447.54,4421.54,RP663,2014-12-23,04:25:21,8130580,872790842,DODOcase,UW7352,Debit card,16789,1,2014-12-30,26.0,High,Tuesday,December
1698,9554.0,435,COMPUTERS,Refurbished,YXQFM,716.53,691.53,LG168,2014-09-28,13:12:57,5907936,427920094,Staples,VN6656,Credit card,7848,1,2014-10-05,25.0,Low,Sunday,September
1699,1896.0,816,BEDDING,Refurbished,WCYTZ,2056.92,2039.92,NW301,2014-01-23,14:24:46,4822619,454771837,The North Face,GH6872,Mobile carrier Billing,36501,1,2014-01-30,17.0,Low,Thursday,January
1700,2172.0,151,SHOES,New,VKKEA,3653.68,3621.68,WY885,2014-11-13,21:10:43,9705366,830082623,Nine West,RM9837,Credit card,89731,1,2014-11-20,32.0,High,Thursday,November
1701,4878.0,762,KITCHEN & DINING,Refurbished,HLICV,335.54,291.54,WA602,2014-07-06,22:21:05,9171122,594817822,REI,EI6773,Credit card,45628,1,2014-07-13,44.0,Low,Sunday,July
